  3210.000000 	 1.573058e-16 	 6.214637e-18 
  3210.200000 	 1.668577e-16 	 6.249310e-18 
  3210.400000 	 1.668636e-16 	 6.215247e-18 
  3210.600000 	 1.603132e-16 	 6.080895e-18 
  3210.800000 	 1.620955e-16 	 5.979975e-18 
  3211.000000 	 1.611240e-16 	 5.958086e-18 
  3211.200000 	 1.543054e-16 	 6.000516e-18 
  3211.400000 	 1.576005e-16 	 6.101755e-18 
  3211.600000 	 1.619856e-16 	 6.193686e-18 
  3211.800000 	 1.586895e-16 	 6.173814e-18 
  3212.000000 	 1.539070e-16 	 6.060469e-18 
  3212.200000 	 1.525716e-16 	 5.936153e-18 
  3212.400000 	 1.490678e-16 	 5.796405e-18 
  3212.600000 	 1.422817e-16 	 5.678838e-18 
  3212.800000 	 1.432393e-16 	 5.654025e-18 
  3213.000000 	 1.496653e-16 	 5.739681e-18 
  3213.200000 	 1.579104e-16 	 5.880548e-18 
  3213.400000 	 1.610765e-16 	 5.940620e-18 
  3213.600000 	 1.578064e-16 	 5.903602e-18 
  3213.800000 	 1.559721e-16 	 5.826577e-18 
  3214.000000 	 1.558903e-16 	 5.750102e-18 
  3214.200000 	 1.548100e-16 	 5.709844e-18 
  3214.400000 	 1.526616e-16 	 5.688176e-18 
  3214.600000 	 1.586424e-16 	 5.693390e-18 
  3214.800000 	 1.664214e-16 	 5.711610e-18 
  3215.000000 	 1.592466e-16 	 5.686585e-18 
  3215.200000 	 1.536023e-16 	 5.678029e-18 
  3215.400000 	 1.497569e-16 	 5.736846e-18 
  3215.600000 	 1.469970e-16 	 5.804329e-18 
  3215.800000 	 1.550907e-16 	 5.872393e-18 
  3216.000000 	 1.633464e-16 	 5.858047e-18 
  3216.200000 	 1.687149e-16 	 5.763544e-18 
  3216.400000 	 1.612268e-16 	 5.596572e-18 
  3216.600000 	 1.529955e-16 	 5.448923e-18 
  3216.800000 	 1.580039e-16 	 5.440316e-18 
  3217.000000 	 1.522097e-16 	 5.443680e-18 
  3217.200000 	 1.441568e-16 	 5.462087e-18 
  3217.400000 	 1.466371e-16 	 5.521585e-18 
  3217.600000 	 1.540270e-16 	 5.605722e-18 
  3217.800000 	 1.553863e-16 	 5.648233e-18 
  3218.000000 	 1.650619e-16 	 5.764073e-18 
  3218.200000 	 1.689096e-16 	 5.850615e-18 
  3218.400000 	 1.604274e-16 	 5.848318e-18 
  3218.600000 	 1.589983e-16 	 5.808427e-18 
  3218.800000 	 1.576144e-16 	 5.672803e-18 
  3219.000000 	 1.486825e-16 	 5.483033e-18 
  3219.200000 	 1.403639e-16 	 5.323470e-18 
  3219.400000 	 1.438874e-16 	 5.300593e-18 
  3219.600000 	 1.443862e-16 	 5.330779e-18 
  3219.800000 	 1.382945e-16 	 5.332904e-18 
  3220.000000 	 1.379014e-16 	 5.344024e-18 
  3220.200000 	 1.502875e-16 	 5.393225e-18 
  3220.400000 	 1.517647e-16 	 5.387049e-18 
  3220.600000 	 1.415103e-16 	 5.336302e-18 
  3220.800000 	 1.458309e-16 	 5.357230e-18 
  3221.000000 	 1.510208e-16 	 5.401120e-18 
  3221.200000 	 1.551318e-16 	 5.464074e-18 
  3221.400000 	 1.603689e-16 	 5.520613e-18 
  3221.600000 	 1.541020e-16 	 5.495096e-18 
  3221.800000 	 1.485514e-16 	 5.427238e-18 
  3222.000000 	 1.501080e-16 	 5.356901e-18 
  3222.200000 	 1.518363e-16 	 5.292345e-18 
  3222.400000 	 1.509296e-16 	 5.226361e-18 
